Cont. No,Deal Date ,Date,Counterpart,Curr,Amount,Price,Type,Settlement Date, Curr,,Brokg. ,Trader Type,Maturity- Days,Maturity Months
 210420004,20/04/2021,Apr,RBL BANK LIMITED-MUMBAI,USD,5000000 ,77.66050 ,LONG SWAP,28/02/2022,INR,Y,2375 ,Buyer,314.00,10
 210420005,20/04/2021,Apr,RBL BANK LIMITED-MUMBAI,USD,5000000 ,74.74500 ,LONG SWAP,23/04/2021,INR,N,2375 ,Buyer,3.00,0
 210420006,20/04/2021,Apr,INDIAN BANK-MUMBAI,USD,5000000 ,77.65900 ,,28/02/2022,INR,N,<Default Format>,Buyer,314.00,10
 210420007,20/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,74.73500 ,,23/04/2021,INR,N,<Default Format>,Buyer,3.00,0
 210420008,20/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,75.69500 ,LONG SWAP,30/07/2021,INR,N,45000 ,Buyer,101.00,3
 210422001,22/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,75.02000 ,LONG SWAP,26/04/2021,INR,Y,4000 ,Buyer,4.00,0
 210422002,22/04/2021,Apr,AXIS BANK LTD.-MUMBAI,USD,20000000 ,75.33750 ,LONG SWAP,28/05/2021,INR,Y,10000 ,Buyer,36.00,1
 210422003,22/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,75.00000 ,SHORT SWAP,26/04/2021,INR,N,1000 ,Buyer,4.00,0
 210422004,22/04/2021,Apr,BARCLAYS BANK-MUMBAI,USD,10000000 ,75.06700 ,,03/05/2021,INR,N,<Default Format>,Buyer,11.00,0
 210422005,22/04/2021,Apr,BANK OF BARODA-MUMBAI,USD,25000000 ,74.98000 ,LONG SWAP,30/04/2021,INR,N,9375 ,Buyer,8.00,0
 210422006,22/04/2021,Apr,BARCLAYS BANK-MUMBAI,USD,25000000 ,75.58000 ,,30/06/2021,INR,N,<Default Format>,Buyer,69.00,2
 210422007,22/04/2021,Apr,BANK OF INDIA-MUMBAI,USD,10000000 ,74.93000 ,LONG SWAP,26/04/2021,INR,Y,4500 ,Buyer,4.00,0
 210422008,22/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,75.87000 ,LONG SWAP,30/07/2021,INR,Y,5000 ,Buyer,99.00,3
 210422009,22/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,90000000 ,75.01100 ,SHORT SWAP,23/04/2021,INR,Y,9000 ,Buyer,1.00,0
 210422010,22/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,90000000 ,75.04000 ,SHORT SWAP,26/04/2021,INR,Y,9000 ,Buyer,4.00,0
 210422011,22/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,85000000 ,75.01100 ,SHORT SWAP,23/04/2021,INR,Y,8500 ,Buyer,1.00,0
 210422012,22/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,85000000 ,75.04000 ,SHORT SWAP,26/04/2021,INR,Y,8500 ,Buyer,4.00,0
 210422014,22/04/2021,Apr,INDIAN BANK-MUMBAI,USD,5000000 ,75.00250 ,LONG SWAP,26/04/2021,INR,Y,2000 ,Buyer,4.00,0
 210422015,22/04/2021,Apr,UNION BANK OF INDIA-MUMBAI,USD,5000000 ,75.00000 ,OUTRIGHT,26/04/2021,INR,Y,3750 ,Buyer,4.00,0
 210422016,22/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,75.58750 ,,29/06/2021,INR,N,<Default Format>,Buyer,68.00,2
 210423001,23/04/2021,Apr,INDIAN BANK-MUMBAI,USD,2000000 ,74.91000 ,OUTRIGHT,27/04/2021,INR,Y,1600 ,Buyer,4.00,0
 210423002,23/04/2021,Apr,YES BANK LIMITED-MUMBAI,USD,15000000 ,74.92000 ,LONG SWAP,27/04/2021,INR,Y,7500 ,Buyer,4.00,0
 210423003,23/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,15000000 ,78.17250 ,LONG SWAP,31/03/2022,INR,Y,6750 ,Buyer,342.00,11
 210423004,23/04/2021,Apr,UNION BANK OF INDIA-MUMBAI,USD,10000000 ,74.93000 ,LONG SWAP,26/04/2021,INR,Y,2500 ,Buyer,3.00,0
 210423005,23/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,75.24500 ,LONG SWAP,25/05/2021,INR,Y,5000 ,Buyer,32.00,1
 210423006,23/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,5000000 ,74.92500 ,LONG SWAP,27/04/2021,INR,Y,2500 ,Buyer,4.00,0
 210423007,23/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,5000000 ,77.32000 ,LONG SWAP,31/12/2021,INR,Y,2500 ,Buyer,252.00,8
 210423008,23/04/2021,Apr,FEDERAL BANK-MUMBAI,USD,1000000 ,74.99000 ,LONG SWAP,27/04/2021,INR,Y,625 ,Buyer,4.00,0
 210423009,23/04/2021,Apr,SOUTH INDIAN BANK-MUMBAI,USD,1000000 ,76.24500 ,LONG SWAP,31/08/2021,INR,Y,625 ,Buyer,130.00,4
 210423010,23/04/2021,Apr,FEDERAL BANK-MUMBAI,USD,1000000 ,74.99000 ,LONG SWAP,27/04/2021,INR,Y,625 ,Buyer,4.00,0
 210423011,23/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,1000000 ,78.54750 ,LONG SWAP,27/04/2022,INR,Y,500 ,Buyer,369.00,12
 210423012,23/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,75.04000 ,OUTRIGHT,27/04/2021,INR,N,8000 ,Buyer,4.00,0
 210423014,23/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,75.03250 ,LONG SWAP,27/04/2021,INR,Y,4000 ,Buyer,4.00,0
 210423015,23/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,10000000 ,75.03000 ,LONG SWAP,27/04/2021,INR,N,4500 ,Buyer,4.00,0
 210423016,23/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,76.06250 ,,10/08/2021,INR,N,<Default Format>,Buyer,109.00,4
 210423017,23/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,10000000 ,78.25750 ,LONG SWAP,31/03/2022,INR,N,4500 ,Buyer,342.00,11
 210423018,23/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,78.25900 ,,31/03/2022,INR,N,<Default Format>,Buyer,342.00,11
 210423020,23/04/2021,Apr,INDIAN BANK-MUMBAI,USD,5000000 ,75.03250 ,LONG SWAP,27/04/2021,INR,Y,2000 ,Buyer,4.00,0
 210423021,23/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,5000000 ,75.03000 ,LONG SWAP,27/04/2021,INR,N,2250 ,Buyer,4.00,0
 210423022,23/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,76.06250 ,,10/08/2021,INR,N,<Default Format>,Buyer,109.00,4
 210423023,23/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,5000000 ,78.25750 ,LONG SWAP,31/03/2022,INR,N,2250 ,Buyer,342.00,11
 210423024,23/04/2021,Apr,INDIAN BANK-MUMBAI,USD,5000000 ,78.25900 ,,31/03/2022,INR,N,<Default Format>,Buyer,342.00,11
 210426001,26/04/2021,Apr,JPMORGAN CHASE BANKN.A-MUMBAI,USD,15000000 ,74.72000 ,LONG SWAP,28/04/2021,INR,Y,6375 ,Buyer,2.00,0
 210426002,26/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,15000000 ,75.38250 ,LONG SWAP,30/06/2021,INR,Y,7500 ,Buyer,65.00,2
 210426003,26/04/2021,Apr,JPMORGAN CHASE BANKN.A-MUMBAI,USD,10000000 ,74.72000 ,LONG SWAP,28/04/2021,INR,N,4250 ,Buyer,2.00,0
 210426004,26/04/2021,Apr,CITIBANK-MUMBAI,USD,10000000 ,75.38250 ,,30/06/2021,INR,N,<Default Format>,Buyer,65.00,2
 210426005,26/04/2021,Apr,HDFC BANK LTD.-MUMBAI,USD,50000000 ,75.07250 ,LONG SWAP,28/05/2021,INR,Y,18750 ,Buyer,32.00,1
 210426006,26/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,50000000 ,75.40000 ,LONG SWAP,30/06/2021,INR,Y,25000 ,Buyer,65.00,2
 210426007,26/04/2021,Apr,HDFC BANK LTD.-MUMBAI,USD,20000000 ,75.10500 ,LONG SWAP,28/05/2021,INR,N,7500 ,Buyer,32.00,1
 210426008,26/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,75.43800 ,,30/06/2021,INR,N,<Default Format>,Buyer,65.00,2
 210426009,26/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.72500 ,,27/04/2021,INR,N,<Default Format>,Buyer,1.00,0
 210426010,26/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,50000000 ,74.73700 ,SHORT SWAP,28/04/2021,INR,N,5000 ,Buyer,2.00,0
 210426011,26/04/2021,Apr,CANARA BANK-MUMBAI,USD,47000000 ,74.73500 ,LONG SWAP,28/04/2021,INR,Y,14100 ,Buyer,2.00,0
 210426012,26/04/2021,Apr,JPMORGAN CHASE BANKN.A-MUMBAI,USD,47000000 ,78.28250 ,LONG SWAP,28/04/2022,INR,Y,19975 ,Buyer,367.00,12
 210427001,27/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,25000000 ,74.61000 ,LONG SWAP,30/04/2021,INR,N,12500 ,Buyer,3.00,0
 210427002,27/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.92300 ,,28/05/2021,INR,N,<Default Format>,Buyer,31.00,1
 210427003,27/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.54000 ,,28/04/2021,INR,N,<Default Format>,Buyer,1.00,0
 210427004,27/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,50000000 ,74.55150 ,SHORT SWAP,29/04/2021,INR,N,5000 ,Buyer,2.00,0
 210427005,27/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,25000000 ,74.54000 ,SHORT SWAP,28/04/2021,INR,Y,2500 ,Buyer,1.00,0
 210427006,27/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,25000000 ,74.55150 ,SHORT SWAP,29/04/2021,INR,Y,2500 ,Buyer,2.00,0
 210427007,27/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,25000000 ,74.54000 ,SHORT SWAP,28/04/2021,INR,Y,2500 ,Buyer,1.00,0
 210427008,27/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,25000000 ,74.55150 ,SHORT SWAP,29/04/2021,INR,Y,2500 ,Buyer,2.00,0
 210427009,27/04/2021,Apr,CENTRAL BANK OF INDIA-MUMBAI,USD,10000000 ,74.61500 ,LONG SWAP,29/04/2021,INR,N,4500 ,Buyer,2.00,0
 210427010,27/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.93700 ,,28/05/2021,INR,N,<Default Format>,Buyer,31.00,1
 210427011,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.61500 ,LONG SWAP,29/04/2021,INR,N,45000 ,Buyer,2.00,0
 210427012,27/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,74.93750 ,,28/05/2021,INR,N,<Default Format>,Buyer,31.00,1
 210427013,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,45000 ,Buyer,2.00,0
 210427014,27/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,100000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,50000 ,Buyer,31.00,1
 210427015,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,45000 ,Buyer,2.00,0
 210427016,27/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,100000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,50000 ,Buyer,31.00,1
 210427017,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,80000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,36000 ,Buyer,2.00,0
 210427018,27/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,80000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,40000 ,Buyer,31.00,1
 210427019,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,20000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,9000 ,Buyer,2.00,0
 210427020,27/04/2021,Apr,SUMITOMO MITSUI BANKING COPRORATION-NEW DELHI,USD,20000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,9000 ,Buyer,31.00,1
 210427021,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,45000 ,Buyer,2.00,0
 210427022,27/04/2021,Apr,BANK OF AMERICA-MUMBAI,USD,100000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,50000 ,Buyer,31.00,1
 210427023,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,40000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,18000 ,Buyer,2.00,0
 210427024,27/04/2021,Apr,BANK OF AMERICA-MUMBAI,USD,40000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,20000 ,Buyer,31.00,1
 210427025,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.60500 ,LONG SWAP,29/04/2021,INR,N,45000 ,Buyer,2.00,0
 210427026,27/04/2021,Apr,BARCLAYS BANK-MUMBAI,USD,100000000 ,74.92750 ,,28/05/2021,INR,N,<Default Format>,Buyer,31.00,1
 210428001,28/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,50000000 ,74.42000 ,SHORT SWAP,28/04/2021,INR,Y,5000 ,Buyer,0.00,0
 210428002,28/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,50000000 ,74.43200 ,SHORT SWAP,29/04/2021,INR,Y,5000 ,Buyer,1.00,0
 210428003,28/04/2021,Apr,UNION BANK OF INDIA-MUMBAI,USD,20000000 ,74.45000 ,LONG SWAP,30/04/2021,INR,Y,5000 ,Buyer,2.00,0
 210428004,28/04/2021,Apr,BANK OF AMERICA-MUMBAI,USD,20000000 ,74.76600 ,LONG SWAP,28/05/2021,INR,Y,10000 ,Buyer,30.00,1
 210428005,28/04/2021,Apr,BANK OF INDIA-MUMBAI,USD,89000000 ,74.44500 ,SHORT SWAP,28/04/2021,INR,Y,6675 ,Buyer,0.00,0
 210428006,28/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,89000000 ,74.45750 ,SHORT SWAP,29/04/2021,INR,Y,8900 ,Buyer,1.00,0
 210428007,28/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,20000000 ,74.45500 ,LONG SWAP,30/04/2021,INR,Y,9000 ,Buyer,2.00,0
 210428008,28/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,75.40500 ,LONG SWAP,30/07/2021,INR,Y,6000 ,Buyer,93.00,3
 210428009,28/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.36000 ,LONG SWAP,30/04/2021,INR,N,45000 ,Buyer,2.00,0
 210428010,28/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,74.67600 ,,28/05/2021,INR,N,<Default Format>,Buyer,30.00,1
 210428011,28/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,10000000 ,74.35500 ,LONG SWAP,30/04/2021,INR,Y,4500 ,Buyer,2.00,0
 210428012,28/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,77.05000 ,LONG SWAP,31/01/2022,INR,Y,5000 ,Buyer,278.00,9
 210429001,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,60000000 ,74.07500 ,LONG SWAP,03/05/2021,INR,Y,27000 ,Buyer,4.00,0
 210429002,29/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,60000000 ,74.41850 ,LONG SWAP,03/06/2021,INR,Y,30000 ,Buyer,35.00,1
 210429003,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,60000000 ,74.07000 ,,03/05/2021,INR,N,<Default Format>,Buyer,4.00,0
 210429004,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,60000000 ,74.67600 ,LONG SWAP,30/06/2021,INR,N,27000 ,Buyer,62.00,2
 210429005,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,40000000 ,74.07000 ,,03/05/2021,INR,N,<Default Format>,Buyer,4.00,0
 210429006,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,40000000 ,74.67750 ,LONG SWAP,30/06/2021,INR,N,18000 ,Buyer,62.00,2
 210429007,29/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,35000000 ,74.06500 ,LONG SWAP,30/04/2021,INR,N,17500 ,Buyer,1.00,0
 210429008,29/04/2021,Apr,HONGKONG & SHANGHAI BANKING CORPORATION-MUMBAI,USD,35000000 ,76.46750 ,,31/12/2021,INR,N,<Default Format>,Buyer,246.00,8
 210429009,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,74.06000 ,,03/05/2021,INR,N,<Default Format>,Buyer,4.00,0
 210429010,29/04/2021,Apr,SUMITOMO MITSUI BANKING COPRORATION-NEW DELHI,USD,15000000 ,74.66000 ,LONG SWAP,30/06/2021,INR,N,6750 ,Buyer,62.00,2
 210429011,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,50000000 ,74.04000 ,LONG SWAP,03/05/2021,INR,N,22500 ,Buyer,4.00,0
 210429012,29/04/2021,Apr,HONGKONG & SHANGHAI BANKING CORPORATION-MUMBAI,USD,50000000 ,74.64000 ,,30/06/2021,INR,N,<Default Format>,Buyer,62.00,2
 210429013,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.04000 ,LONG SWAP,03/05/2021,INR,Y,11250 ,Buyer,4.00,0
 210429014,29/04/2021,Apr,HDFC BANK LTD.-MUMBAI,USD,25000000 ,74.64000 ,LONG SWAP,30/06/2021,INR,Y,9375 ,Buyer,62.00,2
 210429015,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.03500 ,LONG SWAP,03/05/2021,INR,N,11250 ,Buyer,4.00,0
 210429016,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.63500 ,,30/06/2021,INR,N,<Default Format>,Buyer,62.00,2
 210429017,29/04/2021,Apr,UNION BANK OF INDIA-MUMBAI,USD,100000000 ,73.97000 ,SHORT SWAP,30/04/2021,INR,Y,5000 ,Buyer,1.00,0
 210429018,29/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,74.02000 ,SHORT SWAP,03/05/2021,INR,Y,10000 ,Buyer,4.00,0
 210429019,29/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.08000 ,LONG SWAP,03/05/2021,INR,N,4000 ,Buyer,4.00,0
 210429020,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,75.89500 ,,03/11/2021,INR,N,<Default Format>,Buyer,188.00,6
 210429021,29/04/2021,Apr,RBL BANK LIMITED-MUMBAI,USD,10000000 ,74.02000 ,LONG SWAP,03/05/2021,INR,Y,4750 ,Buyer,4.00,0
 210429022,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,10000000 ,74.04000 ,LONG SWAP,03/05/2021,INR,Y,4500 ,Buyer,4.00,0
 210429023,29/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.02500 ,,03/05/2021,INR,N,<Default Format>,Buyer,4.00,0
 210429024,29/04/2021,Apr,RBL BANK LIMITED-MUMBAI,USD,10000000 ,76.93100 ,LONG SWAP,28/02/2022,INR,N,4750 ,Buyer,305.00,10
 210429025,29/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,76.93000 ,LONG SWAP,28/02/2022,INR,Y,4000 ,Buyer,305.00,10
 210429026,29/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,77.24000 ,LONG SWAP,31/03/2022,INR,Y,4000 ,Buyer,336.00,11
 210430001,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.04000 ,,04/05/2021,INR,N,<Default Format>,Buyer,4.00,0
 210430002,30/04/2021,Apr,DBS BANK INDIA LIMITED-MUMBAI,USD,25000000 ,74.34500 ,LONG SWAP,28/05/2021,INR,N,12500 ,Buyer,28.00,1
 210430003,30/04/2021,Apr,BANK OF BARODA-MUMBAI,USD,15000000 ,74.08000 ,LONG SWAP,04/05/2021,INR,N,5625 ,Buyer,4.00,0
 210430004,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,74.37500 ,,28/05/2021,INR,N,<Default Format>,Buyer,28.00,1
 210430005,30/04/2021,Apr,BANK OF BARODA-MUMBAI,USD,10000000 ,74.06000 ,LONG SWAP,04/05/2021,INR,N,3750 ,Buyer,4.00,0
 210430006,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.35900 ,,28/05/2021,INR,N,<Default Format>,Buyer,28.00,1
 210430007,30/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.06400 ,LONG SWAP,04/05/2021,INR,N,4000 ,Buyer,4.00,0
 210430008,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.07400 ,,04/05/2021,INR,N,<Default Format>,Buyer,4.00,0
 210430009,30/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,74.36500 ,LONG SWAP,28/05/2021,INR,Y,5000 ,Buyer,28.00,1
 210430010,30/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.37050 ,LONG SWAP,28/05/2021,INR,N,4000 ,Buyer,28.00,1
 210430011,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.76000 ,,06/07/2021,INR,N,<Default Format>,Buyer,67.00,2
 210430012,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,74.07000 ,,04/05/2021,INR,N,<Default Format>,Buyer,4.00,0
 210430013,30/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,15000000 ,74.36650 ,LONG SWAP,28/05/2021,INR,N,7500 ,Buyer,28.00,1
 210430014,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.08000 ,,04/05/2021,INR,N,<Default Format>,Buyer,4.00,0
 210430015,30/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.11000 ,LONG SWAP,04/05/2021,INR,N,4000 ,Buyer,4.00,0
 210503001,03/05/2021,May,INDIAN BANK-MUMBAI,USD,20000000 ,74.17000 ,SHORT SWAP,03/05/2021,INR,N,3000 ,Buyer,0.00,0
 210503002,03/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,74.20500 ,,04/05/2021,INR,N,<Default Format>,Buyer,1.00,0
 210503003,03/05/2021,May,INDIAN BANK-MUMBAI,USD,5000000 ,74.17000 ,SHORT SWAP,03/05/2021,INR,N,750 ,Buyer,0.00,0
 210503004,03/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,74.20500 ,,04/05/2021,INR,N,<Default Format>,Buyer,1.00,0
 210503005,03/05/2021,May,YES BANK LIMITED-MUMBAI,USD,10000000 ,74.12000 ,OUTRIGHT,05/05/2021,INR,N,10000 ,Buyer,2.00,0
 210503006,03/05/2021,May,INDIAN BANK-MUMBAI,USD,10000000 ,74.12500 ,LONG SWAP,05/05/2021,INR,Y,4000 ,Buyer,2.00,0
 210503007,03/05/2021,May,SOUTH INDIAN BANK-MUMBAI,USD,10000000 ,74.77500 ,LONG SWAP,28/06/2021,INR,Y,6250 ,Buyer,56.00,2
 210503008,03/05/2021,May,INDIAN BANK-MUMBAI,USD,10000000 ,76.06700 ,,03/11/2021,INR,N,<Default Format>,Buyer,184.00,6
 210503009,03/05/2021,May,CENTRAL BANK OF INDIA-MUMBAI,USD,5000000 ,74.11000 ,LONG SWAP,05/05/2021,INR,N,2250 ,Buyer,2.00,0
 210503010,03/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,75.54000 ,,31/08/2021,INR,N,<Default Format>,Buyer,120.00,4
 210504001,04/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,73.75000 ,,05/05/2021,INR,N,<Default Format>,Buyer,1.00,0
 210504002,04/05/2021,May,AXIS BANK LTD.-MUMBAI,USD,50000000 ,73.78150 ,SHORT SWAP,06/05/2021,INR,N,3750 ,Buyer,2.00,0
 210505001,05/05/2021,May,INDUSIND BANK-MUMBAI,USD,20000000 ,73.82000 ,SHORT SWAP,05/05/2021,INR,N,2000 ,Buyer,0.00,0
 210505002,05/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,73.83750 ,,06/05/2021,INR,N,<Default Format>,Buyer,1.00,0
 210505003,05/05/2021,May,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,73.93500 ,LONG SWAP,07/05/2021,INR,N,10000 ,Buyer,2.00,0
 210505004,05/05/2021,May,ICICI BANK LIMITED.-MUMBAI,USD,20000000 ,74.61500 ,,30/06/2021,INR,N,<Default Format>,Buyer,56.00,2
 210505005,05/05/2021,May,BANK OF INDIA-MUMBAI,USD,50000000 ,73.98000 ,LONG SWAP,07/05/2021,INR,N,22500 ,Buyer,2.00,0
 210505006,05/05/2021,May,ICICI BANK LIMITED.-MUMBAI,USD,50000000 ,75.06500 ,,09/08/2021,INR,N,<Default Format>,Buyer,96.00,3
 210505007,05/05/2021,May,FEDERAL BANK-MUMBAI,USD,2000000 ,73.95500 ,LONG SWAP,07/05/2021,INR,N,1250 ,Buyer,2.00,0
 210505008,05/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,2000000 ,75.53000 ,,30/09/2021,INR,N,<Default Format>,Buyer,148.00,5
 210505009,05/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.16000 ,,28/05/2021,INR,N,<Default Format>,Buyer,23.00,1
 210505010,05/05/2021,May,BANK OF AMERICA-MUMBAI,USD,50000000 ,74.52000 ,LONG SWAP,30/06/2021,INR,N,25000 ,Buyer,56.00,2
 210506001,06/05/2021,May,IDFC FIRST BANK LIMITED-MUMBAI,USD,100000000 ,73.90000 ,SHORT SWAP,06/05/2021,INR,Y,10000 ,Buyer,0.00,0
 210506002,06/05/2021,May,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,73.91060 ,SHORT SWAP,07/05/2021,INR,Y,10000 ,Buyer,1.00,0
 210506003,06/05/2021,May,INDIAN BANK-MUMBAI,USD,10000000 ,73.95750 ,LONG SWAP,07/05/2021,INR,N,4000 ,Buyer,1.00,0
